sorter,loan.or.trip,genus,species,subspecies,collection,specimen.number,sex,svl,locality,ct.whole.body,ct.head,ct.head.phantom,toepads,scales,dice.ct,eggs,status,type.material,percentile,remarks,latitude,longitude,ROM.Object ID,ROM.Object.Number
1724,MCZ2016,Anolis,wattsii,,MCZ_R,75715,M,49.93,,686,,,,NA,,,Returned,,0.860862069,,,,,
1725,MCZ2016,Anolis,wattsii,,MCZ_R,75720,F,41.47,,,,,,NA,,,Returned,,0.901521739,,,,,
1726,MCZ2016,Anolis,wattsii,,MCZ_R,75721,F,40.44,,,,,,NA,,,Returned,,0.879130435,,,,,
1727,MCZ2016,Anolis,wattsii,,MCZ_R,75722,F,40.85,,687,,,,NA,,,Returned,,0.888043478,,,,,
1728,MCZ2016,Anolis,forresti,,MCZ_R,75724,M,49.62,,60,,,,NA,,,Returned,,0.954230769,,,,,
1729,MCZ2016,Anolis,forresti,,MCZ_R,75725,M,49.37,,,,,,NA,,,Returned,,0.949423077,,,,,
1730,MCZ2016,Anolis,forresti,,MCZ_R,75726,M,52,,,,,,NA,,,Returned,,1,,,,,
1731,MCZ2016,Anolis,forresti,,MCZ_R,75727,M,50.21,,60,,,,NA,,,Returned,,0.965576923,,,,,
1732,MCZ2016,Anolis,forresti,,MCZ_R,75730,F,44.4,,687,,,,NA,,,Returned,,0.986666667,,,,,
1733,MCZ2016,Anolis,forresti,,MCZ_R,75731,F,43.42,,,,,,NA,,,Returned,,0.964888889,,,,,
1734,MCZ2016,Anolis,forresti,,MCZ_R,75732,F,41.48,,,,,,NA,,,Returned,,0.921777778,,,,,
1735,MCZ2016,Anolis,forresti,,MCZ_R,75757,F,39.51,,,,,,NA,,,Returned,,0.878,,,,,
1736,MCZ2016,Anolis,forresti,,MCZ_R,75761,F,40.43,,,,,,NA,,,Returned,,0.898444444,,,,,
1737,MCZ2016,Anolis,forresti,,MCZ_R,75768,M,48.85,,,,,,NA,,,Returned,,0.939423077,,,,,
1738,MCZ2016,Anolis,forresti,,MCZ_R,75772,M,48.21,,60,,,,NA,,,Returned,,0.927115385,,,,,
1739,MCZ2016,Anolis,leachii,,MCZ_R,75782,F,65.14,,655,,,,NA,,,Returned,,0.944057971,,,,,
1740,MCZ2016,Anolis,pogus,,MCZ_R,75808,M,44.82,,62,,,,NA,,,Returned,Paratype,0.8964,,,,,
1741,MCZ2016,Anolis,pogus,,MCZ_R,75815,F,40.49,,"62, 680",,,,NA,,,Returned,Paratype,0.964047619,,,,,
1742,MCZ2016,Anolis,pogus,,MCZ_R,75816,F,40.88,,,,,,NA,,,Returned,Paratype,0.973333333,,,,,
1743,MCZ2016,Anolis,pogus,,MCZ_R,75818,F,41.36,,680,,,,NA,,,Returned,Paratype,0.984761905,,,,,
1744,MCZ2019-12,Anolis,pentaprion,,MCZ_R,80855,M,69.36,,953,,1278,done,done,,,Returned,,0.900779221,,,,,
1745,MCZ2019-12,Anolis,auratus,,MCZ_R,81546,M,53.99,,922,,1251,done,done,,,Returned,,0.944872244,,,,,
1746,MCZ2016,Anolis,aeneus,,MCZ_R,81679,F,48.59,,,,,,NA,,,Returned,,0.883454545,,,,,
1747,MCZ2016,Anolis,richardii,,MCZ_R,81961,M,106,,87,,,,NA,,,Returned,,0.848,,,,,
1748,MCZ2016,Anolis,richardii,,MCZ_R,81962,M,98,,"85, 411",412,done,,NA,,,Returned,,0.784,,,,,
1749,MCZ2016,Anolis,richardii,,MCZ_R,81963,M,97,,"85, 411",412,done,,NA,,,Returned,,0.776,,,,,
1750,MCZ2016,Anolis,richardii,,MCZ_R,81970,M,100.62,,87,,,,NA,,,Returned,,0.80496,,,,,
1751,MCZ2016,Anolis,griseus,,MCZ_R,82010,F,83.78,,84,,,,NA,,,Returned,,0.952045455,,,,,
1752,MCZ2016,Anolis,lividus,,MCZ_R,82028,F,50.72,,75,,,,NA,,,Returned,,0.964625333,,,,,
1753,MCZ2016,Anolis,lividus,,MCZ_R,82029,F,50.64,,,,,,NA,,,Returned,,0.963103842,,,,,
1754,MCZ2016,Anolis,lividus,,MCZ_R,82030,F,50.75,,,,,,NA,,,Returned,,0.965195892,,,,,
1755,MCZ2016,Anolis,lividus,,MCZ_R,82031,F,48.77,,75,,,,NA,,,Returned,,0.927538988,,,,,
1756,MCZ2016,Anolis,lividus,,MCZ_R,82044,M,70.94,,75,,,,NA,,,Returned,,0.985277778,,,,,
1757,MCZ2016,Anolis,lividus,,MCZ_R,82051,F,52.58,,,,,,NA,,,Returned,,1,,,,,
1758,MCZ2019-12,Anolis,trinitatis,,MCZ_R,82075,F,50.81,,895,,1119,done,done,,,Returned,,0.891403509,,,,,
1759,MCZ2019-12,Anolis,trinitatis,,MCZ_R,82076,F,49.16,,895,,1385,done,done,,,Returned,,0.86245614,,,,,
1760,MCZ2016,Anolis,roquet,,MCZ_R,82211,M,71.81,,,,,,NA,,,Returned,,0.835,,,,,
1761,MCZ2016,Anolis,roquet,,MCZ_R,82217,M,57.42,,80,,,,NA,,,Returned,,0.667674419,,,,,
1762,MCZ2016,Anolis,roquet,,MCZ_R,82218,M,56.22,,,,,,NA,,,Returned,,0.65372093,,,,,
1763,MCZ2016,Anolis,roquet,,MCZ_R,82219,M,57.3,,651,,,,NA,,,Returned,,0.66627907,,,,,
1764,MCZ2016,Anolis,roquet,,MCZ_R,82220,F,56.09,,80,,,,NA,,,Returned,,0.849848485,,,,,
1765,MCZ2016,Anolis,roquet,,MCZ_R,82221,F,54.12,,651,,,,NA,,,Returned,,0.82,,,,,
1766,MCZ2016,Anolis,roquet,,MCZ_R,82370,M,79.99,,,,,,NA,,,Returned,,0.930116279,,,,,
1767,MCZ2016,Anolis,roquet,,MCZ_R,82371,M,75.11,,80,,,,NA,,,Returned,,0.873372093,,,,,
1768,MCZ2016,Anolis,roquet,,MCZ_R,82372,M,74.49,,650,,,,NA,,,Returned,,0.866162791,,,,,
1769,MCZ2016,Anolis,roquet,,MCZ_R,82373,M,76.6,,,,,,NA,,,Returned,,0.890697674,,,,,
1770,MCZ2016,Anolis,roquet,,MCZ_R,82374,M,73.22,,,,,,NA,,,Returned,,0.851395349,,,,,
1771,MCZ2016,Anolis,roquet,,MCZ_R,82378,M,61.89,,,,,,NA,,,Returned,,0.719651163,,,,,
1772,MCZ2016,Anolis,roquet,,MCZ_R,82379,F,59.42,,,,,,NA,,,Returned,,0.90030303,,,,,
1773,MCZ2019-12,Anolis,reconditus,,MCZ_R,82911,F,79.3,,951,,1275,done,done,,,Returned,,0.932941176,,,,,
1774,MCZ2016,Anolis,nubilus,,MCZ_R,82934,M,72.71,,72,,,,NA,,,Returned,,0.897654321,,,,,
1775,MCZ2016,Anolis,nubilus,,MCZ_R,82935,M,65.22,,72,,,,NA,,,Returned,,0.805185185,,,,,
1776,MCZ2016,Anolis,nubilus,,MCZ_R,82936,M,65.19,,667,,,,NA,,,Returned,,0.804814815,,,,,
1777,MCZ2016,Anolis,nubilus,,MCZ_R,82937,M,62.93,,667,,,,NA,,,Returned,,0.77691358,,,,,
1778,MCZ2016,Anolis,nubilus,,MCZ_R,82938,M,58.01,,,,,,NA,,,Returned,,0.71617284,,,,,
1779,MCZ2016,Anolis,nubilus,,MCZ_R,82939,M,58.64,,,,,,NA,,,Returned,,0.723950617,,,,,
1780,MCZ2016,Anolis,nubilus,,MCZ_R,82942,F,52.63,,"72, 682",,,,NA,,,Returned,,1,,,,,
1781,MCZ2016,Anolis,nubilus,,MCZ_R,82943,F,52.15,,72,,,,NA,,,Returned,,0.990879726,,,,,
1782,MCZ2016,Anolis,nubilus,,MCZ_R,82944,F,51.22,,,,,,NA,,,Returned,,0.973209196,,,,,
1783,MCZ2016,Anolis,nubilus,,MCZ_R,82946,F,45.55,,,,,,NA,,,Returned,,0.865475964,,,,,
1784,MCZ2016,Anolis,nubilus,,MCZ_R,82947,F,44.76,,682,,,,NA,,,Returned,,0.850465514,,,,,
1785,MCZ2016,Anolis,extremus,,MCZ_R,84970,M,71.54,,648,509,done,,NA,,,Returned,,0.861927711,,,,,
1786,MCZ2016,Anolis,extremus,,MCZ_R,84975,F,51.91,,88,510,done,,NA,,,Returned,,0.865166667,,,,,
1787,MCZ2016,Anolis,leachii,,MCZ_R,84977,F,59.66,,,,,,NA,,,Returned,,0.864637681,,,,,
1788,MCZ2016,Anolis,leachii,,MCZ_R,84978,M,98,,654,,,,NA,,,Returned,,0.867256637,,,,,
1789,MCZ2019-12,Anolis,barkeri,,MCZ_R,85008,F,67.81,,955,,1126,done,done,,,Returned,,0.869358974,,,,,
1790,MCZ2016,Anolis,leachii,,MCZ_R,85603,M,90,,,,,,NA,,,Returned,,0.796460177,,,,,
1791,MCZ2016,Anolis,leachii,,MCZ_R,85604,M,89,,654,,,,NA,,,Returned,,0.787610619,,,,,
1792,MCZ2016,Anolis,griseus,,MCZ_R,86075,M,113.77,,84,,,,NA,,,Returned,,0.895826772,,,,,
1793,MCZ2016,Anolis,acutus,,MCZ_R,92647,F,44.39,,,,,,NA,,,Returned,,0.905918367,,,,,
1794,MCZ2016,Anolis,acutus,,MCZ_R,92648,F,42.34,,,,,,NA,,,Returned,,0.864081633,,,,,
1795,MCZ2019-12,Anolis,bartschi,,MCZ_R,93462,F,63.32,,953,,1129,done,done,,,Returned,,0.945074627,,,,,
1796,MCZ2019-12,Anolis,bartschi,,MCZ_R,93464,F,59.83,,953,,1383,done,done,,,Returned,,0.892985075,,,,,
1797,MCZ2019-12,Anolis,bartschi,,MCZ_R,93466,M,73.69,,952,,1380,done,done,,,Returned,,0.94474359,,,,,
1798,MCZ2019-12,Anolis,trinitatis,,MCZ_R,93747,F,47.52,,896,,1388,done,done,,,Returned,,0.833684211,,,,,
1799,MCZ2019-12,Anolis,trinitatis,,MCZ_R,93749,F,45.82,,914,,1385,done,done,,,Returned,,0.803859649,,,,,
1800,MCZ2019-12,Anolis,trinitatis,,MCZ_R,93752,F,47.77,,896,,1386,done,done,,,Returned,,0.838070175,,,,,
1801,MCZ2019-12,Anolis,mestrei,,MCZ_R,96730,M,53.16,,950,,1389,done,done,,,Returned,,0.891946309,,,,,
1802,MCZ2019-12,Anolis,occultus,,MCZ_R,101807,M,37.71,,907,,1318,done,done,,,Returned,,0.892755682,,,,,
1803,MCZ2019-12,Anolis,trinitatis,,MCZ_R,102283,M,67.42,,950,,1120,done,done,,,Returned,,0.900013349,,,,,
1804,MCZ2016,Anolis,trinitatis,,MCZ_R,102328,M,61.96,,,,,,NA,,,Returned,,0.827125884,,,,,
1805,MCZ2016,Anolis,trinitatis,,MCZ_R,102329,M,64.85,,,,,,NA,,,Returned,,0.865705513,,,,,
1806,MCZ2016,Anolis,trinitatis,,MCZ_R,102331,M,73.3,,,,,,NA,,,Returned,,0.978507542,,,,,
1807,MCZ2019-12,Anolis,auratus,,MCZ_R,104538,F,50.77,,925,,1252,done,done,,,Returned,,0.890701754,,,,,
1808,MCZ2019-12,Anolis,auratus,,MCZ_R,104544,F,52.32,,925,,1253,done,done,,,Returned,,0.917894737,,,,,
1809,MCZ2019-12,Anolis,auratus,,MCZ_R,104547,M,57.14,,926,,1252,done,done,,,Returned,,1,,,,,
1810,MCZ2019-12,Anolis,auratus,,MCZ_R,104548,F,52.67,,919,,1254,done,done,,,Returned,,0.924035088,,,,,
1811,MCZ2019-12,Anolis,auratus,,MCZ_R,104550,F,51.24,,926,,1255,done,done,,,Returned,,0.898947368,,,,,
1812,MCZ2019-12,Anolis,auratus,,MCZ_R,104558,M,56.4,,924,,1254,done,done,,,Returned,,0.987049352,,,,,
1813,MCZ2019-12,Anolis,clivicola,,MCZ_R,111205,M,43.7,,979,,1294,done,done,,,Returned,,0.884615385,,,,,
1814,MCZ2019-12,Anolis,clivicola,,MCZ_R,111209,M,43.96,,980,,1295,done,done,,,Returned,,0.889878543,,,,,
1815,MCZ2019-12,Anolis,clivicola,,MCZ_R,111212,F,41.4,,980,,1297,done,done,,,Returned,,0.92,,,,,
1816,MCZ2019-12,Anolis,clivicola,,MCZ_R,111216,F,42.37,,982,,1296,done,done,,,Returned,,0.941555556,,,,,
1817,MCZ2019-12,Anolis,clivicola,,MCZ_R,111226,F,40.65,,982,,1296,done,done,,,Returned,,0.903333333,,,,,
1818,MCZ2019-12,Anolis,cooki,,MCZ_R,115709,F,47.26,,920,,1396,done,done,,,Returned,,0.992231787,,,,,
1819,MCZ2019-12,Anolis,cooki,,MCZ_R,115711,F,47.63,,920,,1114,done,done,,,Returned,,1,,,,,
1820,MCZ2019-12,Anolis,cooki,,MCZ_R,115712,F,44.44,,921,,1396,done,done,,,Returned,,0.933025404,,,,,
1821,MCZ2019-12,Anolis,cooki,,MCZ_R,115714,F,47.1,,921,,1393,done,done,,,Returned,,0.988872559,,,,,
1822,MCZ2019-12,Anolis,cooki,,MCZ_R,115718,F,46.27,,923,,1393,done,done,,,Returned,,0.971446567,,,,,
1823,MCZ2019-12,Anolis,cyanopleurus,,MCZ_R,120097,F,33,,902,,1319,done,done,,,Returned,,0.868421053,,,,,
1824,MCZ2019-12,Anolis,cyanopleurus,,MCZ_R,120098,F,33.56,,902,,1305,done,done,,,Returned,,0.883157895,,,,,
1825,MCZ2019-12,Anolis,cyanopleurus,,MCZ_R,120099,M,37.15,,904,,1319,done,done,,,Returned,,0.863953488,,,,,
1826,MCZ2019-12,Anolis,cyanopleurus,,MCZ_R,120100,M,36.3,,903,,1316,done,done,,,Returned,,0.844186047,,,,,
1827,MCZ2019-12,Anolis,cyanopleurus,orientalis,MCZ_R,120102,M,39.33,,903,,1314,done,done,,,Returned,,0.914651163,,,,,
1828,MCZ2019-12,Anolis,cyanopleurus,orientalis,MCZ_R,120103,M,39.04,,902,,1317,done,done,,,Returned,,0.907906977,,,,,
1829,MCZ2019-12,Anolis,cyanopleurus,orientalis,MCZ_R,120106,F,32.67,,904,,1305,done,done,,,Returned,,0.859736842,,,,,
1830,MCZ2016,Anolis,ferreus,,MCZ_R,121193,M,90.53,,653,,,,NA,,,Returned,,0.843551994,,,,,
1831,MCZ2016,Anolis,ferreus,,MCZ_R,121197,F,59.19,,,,,,NA,,,Returned,,0.870441176,,,,,
1832,MCZ2016,Anolis,ferreus,,MCZ_R,121201,M,91.79,,653,,,,NA,,,Returned,,0.855292583,,,,,
1833,MCZ2016,Anolis,ferreus,,MCZ_R,121202,M,98.03,,,,,,NA,,,Returned,,0.913436452,,,,,
1834,MCZ2016,Anolis,ferreus,,MCZ_R,121206,F,59.84,,652,,,,NA,,,Returned,,0.88,,,,,
1835,MCZ2016,Anolis,ferreus,,MCZ_R,121211,F,65.94,,652,,,,NA,,,Returned,,0.969705882,,,,,
1836,MCZ2016,Anolis,ferreus,,MCZ_R,121212,F,60.11,,,,,,NA,,,Returned,,0.883970588,,,,,
1837,MCZ2016,Anolis,marmoratus,marmoratus,MCZ_R,122025,F,51.65,,,,,,NA,,,Returned,,0.888984509,,,,,
1838,MCZ2016,Anolis,marmoratus,marmoratus,MCZ_R,122034,F,51.4,,,,,,NA,,,Returned,,0.884681583,,,,,
1839,MCZ2016,Anolis,marmoratus,marmoratus,MCZ_R,122044,F,53.37,,,,,,NA,,,Returned,,0.91858864,,,,,
1840,MCZ2016,Anolis,marmoratus,marmoratus,MCZ_R,122045,F,52.53,,80.1,,,,NA,,,Returned,,0.904130809,,,,,
1841,MCZ2016,Anolis,marmoratus,marmoratus,MCZ_R,122051,M,69,,,,,,NA,,,Returned,,0.841463415,,,,,
1842,MCZ2016,Anolis,ferreus,,MCZ_R,122097,F,56.71,,652,,,,NA,,,Returned,,0.833970588,,,,,
1843,MCZ2019-12,Anolis,reconditus,,MCZ_R,122270,F,71.46,,951,,1276,done,done,,,Returned,,0.840705882,,,,,
1844,MCZ2016,Anolis,trinitatis,,MCZ_R,122720,M,59.96,,,,,,NA,,,Returned,,0.800427179,,,,,
1845,MCZ2016,Anolis,trinitatis,,MCZ_R,122734,M,55.93,,66,,,,NA,,,Returned,,0.746629288,,,,,
1846,MCZ2016,Anolis,trinitatis,,MCZ_R,122737,M,55.02,,66,,,,NA,,,Returned,,0.734481378,,,,,
1847,MCZ2016,Anolis,griseus,,MCZ_R,123014,F,85.51,,"658, 659",,,,NA,,,Returned,,0.971704545,,,,,
1848,MCZ2016,Anolis,griseus,,MCZ_R,123050,M,104.95,,,,,,NA,,,Returned,,0.826377953,,,,,
1849,MCZ2016,Anolis,griseus,,MCZ_R,123062,M,113.05,,"658, 659",,,,NA,,,Returned,,0.89015748,,,,,
1850,MCZ2016,Anolis,griseus,,MCZ_R,123063,F,84.2,,"658, 659",,,,NA,,,Returned,,0.956818182,,,,,
1851,MCZ2016,Anolis,griseus,,MCZ_R,123066,M,112.98,,"658, 659",,,,NA,,,Returned,,0.889606299,,,,,
1852,MCZ2016,Anolis,griseus,,MCZ_R,123068,F,85.78,,84,,,,NA,,,Returned,,0.974772727,,,,,
1853,MCZ2019-12,Anolis,rupinae,,MCZ_R,124475,F,42.39,,910,,1302,done,done,,,Returned,Paratype,0.935761589,,,,,
1854,MCZ2019-12,Anolis,rupinae,,MCZ_R,124477,M,54.64,,915,,1298,done,done,,,Returned,Paratype,0.975714286,,,,,
1855,MCZ2019-12,Anolis,rupinae,,MCZ_R,124484,F,43.76,,911,,1300,done,done,,,Returned,Paratype,0.966004415,,,,,
1856,MCZ2019-12,Anolis,rupinae,,MCZ_R,124615,F,45.3,,910,,1302,done,done,,,Returned,Paratype,1,,,,,
1857,MCZ2019-12,Anolis,rimarum,,MCZ_R,124623,M,42.2,,909,,1301,done,done,,,Returned,,0.937777778,,,,,
1858,MCZ2019-12,Anolis,rimarum,,MCZ_R,124624,M,43.37,,908,,1299,done,done,,,Returned,,0.963777778,,,,,
1859,MCZ2019-12,Anolis,eladioi,,MCZ_R,124630,F,46.15,,978,,1179,done,done,,,Returned,,0.824107143,,,,,
1860,MCZ2019-12,Anolis,eladioi,,MCZ_R,124632,F,49.01,,977,,1148,done,done,,,Returned,,0.875178571,,,,,
1861,MCZ2019-12,Anolis,eladioi,,MCZ_R,124637,M,64.8,,992,,1147,done,done,,,Returned,,0.89912585,,,,,
1862,MCZ2019-12,Anolis,eladioi,,MCZ_R,124639,M,62.23,,992,,1147,done,done,,,Returned,,0.863466075,,,,,
1863,MCZ2019-12,Anolis,eladioi,,MCZ_R,124640,F,46.62,,977,,1403,done,done,,,Returned,,0.8325,,,,,
1864,MCZ2019-12,Anolis,eladioi,,MCZ_R,124651,M,60.68,,992,,1403,done,done,,,Returned,,0.841959206,,,,,
1865,MCZ2019-12,Anolis,rimarum,,MCZ_R,124658,F,39.76,,911,,1303,done,done,,,Returned,,0.994,,,,,
1866,MCZ2019-12,Anolis,rimarum,,MCZ_R,124666,F,38.61,,912,,1304,done,done,,,Returned,,0.96525,,,,,
1867,MCZ2019-12,Anolis,rimarum,,MCZ_R,124667,F,38.6,,912,,1303,done,done,,,Returned,,0.965,,,,,
1868,MCZ2019-12,Anolis,rupinae,,MCZ_R,124851,M,54.85,,915,,1298,done,done,,,Returned,Paratype,0.979464286,,,,,
1869,MCZ2019-12,Anolis,monticola,monticola,MCZ_R,124863,F,39.21,,906,,1317,done,done,,,Returned,,0.931353919,,,,,
1870,MCZ2019-12,Anolis,monticola,monticola,MCZ_R,124876,M,43.39,,900,,1307,done,done,,,Returned,,0.903958333,,,,,
1871,MCZ2019-12,Anolis,monticola,monticola,MCZ_R,124877,F,37.88,,907,,1316,done,done,,,Returned,,0.89976247,,,,,
1872,MCZ2019-12,Anolis,monticola,monticola,MCZ_R,124881,M,44.49,,899,,1306,done,done,,,Returned,,0.926875,,,,,
1873,MCZ2019-12,Anolis,monticola,monticola,MCZ_R,124897,M,44.03,,900,,1307,done,done,,,Returned,,0.917291667,,,,,
1874,MCZ2019-12,Anolis,monticola,monticola,MCZ_R,124900,F,42.1,,899,,1308,done,done,,,Returned,,1,,,,,
1875,MCZ2016,Anolis,lividus,,MCZ_R,125470,M,67.35,,75,,,,NA,,,Returned,,0.935416667,,,,,
1876,MCZ2016,Anolis,lividus,,MCZ_R,125475,M,66.72,,,,,,NA,,,Returned,,0.926666667,,,,,
1877,MCZ2016,Anolis,lividus,,MCZ_R,125476,F,49.12,,677,,,,NA,,,Returned,,0.934195512,,,,,
1878,MCZ2019-12,Anolis,koopmani,,MCZ_R,125524,M,39.77,,971,,1353,done,done,,,Returned,,0.946904762,,,,,
1879,MCZ2019-12,Anolis,koopmani,,MCZ_R,125529,M,41.2,,971,,1105,done,done,,,Returned,,0.980952381,,,,,
1880,MCZ2019-12,Anolis,koopmani,,MCZ_R,125530,M,40.54,,971,,1353,done,done,,,Returned,,0.965238095,,,,,
1881,MCZ2019-12,Anolis,koopmani,,MCZ_R,125831,F,34.04,,967,,1355,done,done,,,Returned,,0.972571429,,,,,
1882,MCZ2019-12,Anolis,koopmani,,MCZ_R,125839,F,34.07,,968,,1356,done,done,,,Returned,,0.973428571,,,,,
1883,MCZ2019-12,Anolis,koopmani,,MCZ_R,125846,F,34.51,,966,,1106,done,done,,,Returned,,0.986,,,,,
1884,MCZ2016,Anolis,pogus,,MCZ_R,127056,F,39.8,,679,,,,NA,,,Returned,Paratype,0.947619048,,,,,
1885,MCZ2016,Anolis,pogus,,MCZ_R,127071,F,40.8,,,,,,NA,,,Returned,Paratype,0.971428571,,,,,
1886,MCZ2016,Anolis,pogus,,MCZ_R,127084,F,40.26,,,,,,NA,,,Returned,Paratype,0.958571429,,,,,
1887,MCZ2016,Anolis,pogus,,MCZ_R,127085,F,40.2,,,,,,NA,,,Returned,Paratype,0.957142857,,,,,
1888,MCZ2016,Anolis,acutus,,MCZ_R,127447,M,65.88,,669,,,,NA,,,Returned,,0.983283582,,,,,
1889,MCZ2016,Anolis,acutus,,MCZ_R,127455,F,46.48,,684,,,,NA,,,Returned,,0.948571429,,,,,
1890,MCZ2016,Anolis,acutus,,MCZ_R,127456,F,45.95,,,,,,NA,,,Returned,,0.937755102,,,,,
1891,MCZ2016,Anolis,acutus,,MCZ_R,127458,F,48.29,,,,,,NA,,,Returned,,0.985510204,,,,,
1892,MCZ2016,Anolis,acutus,,MCZ_R,127459,F,44.16,,68,,,,NA,,,Returned,,0.90122449,,,,,
1893,MCZ2016,Anolis,acutus,,MCZ_R,127460,F,45.92,,68,,,,NA,,,Returned,,0.937142857,,,,,
1894,MCZ2016,Anolis,acutus,,MCZ_R,127461,F,43.95,,684,,,,NA,,,Returned,,0.896938776,,,,,
1895,MCZ2016,Anolis,acutus,,MCZ_R,127486,F,43.87,,,,,,NA,,,Returned,,0.895306122,,,,,
1896,MCZ2016,Anolis,bimaculatus,,MCZ_R,127563,F,61.23,,86,,,,NA,,,Returned,,0.887391304,,,,,
1897,MCZ2016,Anolis,bimaculatus,,MCZ_R,127568,M,100,,86,,,,NA,,,Returned,,0.877192982,,,,,
1898,MCZ2016,Anolis,oculatus,,MCZ_R,127623,M,78.61,,77,330,done,,NA,,,Returned,,0.899633783,,,,,
1899,MCZ2016,Anolis,oculatus,,MCZ_R,127625,M,49.06,,,337,done,,NA,,,Returned,,0.561455711,,,,,
1900,MCZ2016,Anolis,oculatus,,MCZ_R,127627,F,56.52,,77,329,done,,NA,,,Returned,,0.875193558,,,,,
1901,MCZ2016,Anolis,gingivinus,,MCZ_R,127631,F,46.56,,,,,,NA,,,Returned,,0.878490566,,,,,
1902,MCZ2016,Anolis,gingivinus,,MCZ_R,127635,F,47.15,,685,,,,NA,,,Returned,,0.889622642,,,,,
1903,MCZ2016,Anolis,gingivinus,,MCZ_R,127636,F,44.42,,61,,,,NA,,,Returned,,0.838113208,,,,,
1904,MCZ2016,Anolis,gingivinus,,MCZ_R,127637,F,41.42,,685,,,,NA,,,Returned,,0.781509434,,,,,
1905,MCZ2016,Anolis,gingivinus,,MCZ_R,127640,F,46.11,,,,,,NA,,,Returned,,0.87,,,,,
1906,MCZ2016,Anolis,gingivinus,,MCZ_R,127641,F,39.57,,,,,NA,NA,,,Lost,,0.746603774,James Boyko lost this specimen,,,,
1907,MCZ2016,Anolis,roquet,,MCZ_R,130964,M,73.36,,80,,,,NA,,,Returned,,0.853023256,,,,,
1908,MCZ2016,Anolis,roquet,,MCZ_R,130965,M,72.02,,650,,,,NA,,,Returned,,0.83744186,,,,,
1909,MCZ2016,Anolis,roquet,,MCZ_R,130968,M,72.02,,650,,,,NA,,,Returned,,0.83744186,,,,,
1910,MCZ2016,Anolis,roquet,,MCZ_R,130973,F,53.64,,651,,,,NA,,,Returned,,0.812727273,,,,,
1911,MCZ2016,Anolis,pogus,,MCZ_R,132428,M,45.19,,678,,,,NA,,,Returned,,0.9038,,,,,
1912,MCZ2016,Anolis,pogus,,MCZ_R,132433,M,46.39,,679,,,,NA,,,Returned,,0.9278,,,,,
1913,MCZ2016,Anolis,pogus,,MCZ_R,132434,M,48.07,,678,,,,NA,,,Returned,,0.9614,,,,,
1914,MCZ2016,Anolis,pogus,,MCZ_R,132437,M,47.76,,62,,,,NA,,,Returned,,0.9552,,,,,
1915,MCZ2016,Anolis,pogus,,MCZ_R,132446,M,46.87,,62,,,,NA,,,Returned,,0.9374,,,,,
1916,MCZ2016,Anolis,nubilus,,MCZ_R,133487,M,69.16,,667,,,,NA,,,Returned,,0.85382716,,,,,
1917,MCZ2016,Anolis,nubilus,,MCZ_R,133488,M,73.74,,667,,,,NA,,,Returned,,0.91037037,,,,,
1918,MCZ2019-12,Anolis,pentaprion,,MCZ_R,133702,F,56.23,,961,,1283,done,done,,,Returned,,0.87859375,,,,,
1919,MCZ2016,Anolis,sabanus,,MCZ_R,134656,M,67.37,,,,,,NA,,,Returned,,0.976376812,,,,,
1920,MCZ2016,Anolis,sabanus,,MCZ_R,134670,M,51.75,,,,,,NA,,,Returned,,0.75,,,,,
1921,MCZ2016,Anolis,sabanus,,MCZ_R,134671,M,64.9,,"74, 74.1",,,,NA,,,Returned,,0.94057971,,,,,
1922,MCZ2016,Anolis,sabanus,,MCZ_R,134673,M,64.08,,74.1,,,,NA,,,Returned,,0.928695652,,,,,
1923,MCZ2016,Anolis,sabanus,,MCZ_R,134677,M,65.54,,,,,,NA,,,Returned,,0.949855072,,,,,
1924,MCZ2016,Anolis,sabanus,,MCZ_R,134684,M,66.17,,666,,,,NA,,,Returned,,0.958985507,,,,,
1925,MCZ2016,Anolis,sabanus,,MCZ_R,134685,M,64.9,,74,,,,NA,,,Returned,,0.94057971,,,,,
1926,MCZ2016,Anolis,sabanus,,MCZ_R,134690,M,63.86,,,,,,NA,,,Returned,,0.925507246,,,,,
1927,MCZ2016,Anolis,sabanus,,MCZ_R,134696,M,56.13,,666,,,,NA,,,Returned,,0.813478261,,,,,
1928,MCZ2016,Anolis,sabanus,,MCZ_R,134701,M,48.94,,681,,,,NA,,,Returned,,0.709275362,,,,,
1929,MCZ2016,Anolis,sabanus,,MCZ_R,134702,F,46.73,,74.1,,,,NA,,,Returned,,0.915018602,,,,,
1930,MCZ2016,Anolis,sabanus,,MCZ_R,134703,F,46.82,,74.1,,,,NA,,,Returned,,0.916780889,,,,,
1931,MCZ2016,Anolis,sabanus,,MCZ_R,134704,F,50.28,,74,,,,NA,,,Returned,,0.984531036,,,,,
1932,MCZ2016,Anolis,sabanus,,MCZ_R,134707,F,49.29,,681,,,,NA,,,Returned,,0.965145878,,,,,
1933,MCZ2016,Anolis,acutus,,MCZ_R,139193,M,64.02,,68,,,,NA,,,Returned,,0.955522388,,,,,
1934,MCZ2016,Anolis,acutus,,MCZ_R,139194,M,64.26,,669,,,,NA,,,Returned,,0.959104478,,,,,
1935,MCZ2016,Anolis,acutus,,MCZ_R,139195,M,64.59,,,,,,NA,,,Returned,,0.964029851,,,,,
